,name,location,rent,deposit,area,type,highlights,description,owner
821,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹24,000","+ Deposit ₹50,000",450 sqft,1 BHK ,"['1 Baths', 'Fitness Center/ Gym']","Paranjape blue ridge is the most preferred destination for renting flats in hinjewadi, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 1 bathroom & 1 balcony in 450 sq.Ft. Carpet area. This flat is constructed on 450 sq.Ft. Area. This flat lies on the 23rd floor of a 30 storey building. Well maintained 5-10 years property. It i...",Lotlite Realtors Private Limited
822,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹24,500","+ Deposit ₹50,000",442 sqft,1 BHK ,"['1 Baths', 'East Facing']","This 1 bhk flat in hinjewadi is available in paranjape blue ridge for rent, one of the most prominent projects for residential flats in pune. This flat consists of 1 bathroom & 1 balcony in 442 sq.Ft. Carpet area. This property is constructed on 442 sq.Ft. You also get 1 covered parking inside the premises located on 5th of 30 floor. This is a furnished flat. Furnishing options provided - 3 lig...",Lotlite Realtors Private Limited
823,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹26,500","+ Deposit ₹50,000",510 sqft,1 BHK ,"['1 Baths', 'Full Power Backup']","Explore this amicable paranjape blue ridge of hinjewadi in pune ! Live in a 1 bhk flat for rent in hinjewadi. Property has 510 sq.Ft. Carpet area with 1 bathroom & 1 balcony attached. This flat is constructed on 510 sq.Ft. Area. An independent pooja room is available in this property. This flat lies on the 11th floor of a 30 storey building. This property is furnished. Equipped with 3 light, 1 ...",Lotlite Realtors Private Limited
824,Paranjape Blue Ridge,"2 BHK Flat for rent in Hinjewadi, Pune","₹32,000","+ Deposit ₹70,000",867 sqft,2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","This lovely 2 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, paranjape blue ridge. Property has 867 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. This flat is constructed on 867 sq.Ft. Area. This flat lies on the 21st floor of a 30 storey building. Well maintained 5-10 years property. Furnished flat with 6 light, 4 fan, 1 tv, 4 bed, 4 wardro...",Lotlite Realtors Private Limited
825,Paranjape Blue Ridge,"2 BHK Flat for rent in Hinjewadi, Pune","₹35,000","+ Deposit ₹70,000","1,050 sqft",2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in hinjewadi is available in one of pune's most popular projects, paranjape blue ridge. Property has 1050 sq.Ft. Carpet area with 2 bathrooms & 1 balcony attached. This flat is constructed on 1050 sq.Ft. Area. An independent pooja room is available in this property. This flat lies on the 1st floor of a 30 storey building. It is a furnished property. Inclusiv...",Lotlite Realtors Private Limited
826,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹20,000","+ Deposit ₹40,000",442 sqft,1 BHK ,"['1 Baths', 'East Facing']","A spacious 1 bhk flat for rent is available in hinjewadi in paranjape blue ridge, pune. This flat consists of 1 bathroom & 1 balcony build in 442 sq.Ft. Carpet area. The flat consists of 1 bedroom, built on 442 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 30 floors and this property is situated on 9th floor. This is an unfurnished flat. Ready to occupy ,...",Lotlite Realtors Private Limited
827,Paranjape Blue Ridge,"2 BHK Flat for rent in Hinjewadi, Pune","₹35,000","+ Deposit ₹80,000",554 sqft,2 BHK ,"['2 Baths', 'Ground Floor']","Paranjape blue ridge is the most preferred destination for renting flats in hinjewadi, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 52 sq.M. Carpet area. The flat is built on 52 sq.M. Area. This flat is situated at ground in a tower with 30 floors. This property is furnished. Equipped with 4 ...",Lotlite Realtors Private Limited
828,Landmark Garden,"2 BHK Flat for rent in Kalyani Nagar, Pune","₹57,000",+ Deposit 5 months rent,"1,400 sqft",2 BHK ,"['2 Baths', 'East Facing']","2 bhk fully furnished, wastu complaint flat with 1 balconies and 1 covered car park. Lots of breeze and natural sunlight with all modern ammenities like gym, swimming pool, tt court, badminton, etc. For rent in landmark garden. Easy excess to school, metro, mall etc. For more details plz call mr. Rafiq premji. Desire estates. Office no 221, vitoria i, fortaleza, kalyani nagar. Pune 411006.",Desire Estate 
829,Siddhashila Eela,"1 BHK Flat for rent in Punawale, Pune","₹20,000","+ Deposit ₹50,000",610 sqft,1 BHK ,"['1 Baths', 'East Facing']","Find this 1 bhk apartment for rent in punawale, pune. This 1 bhk apartment in siddhashila eela is situated in pune. This flat consists of 1 bathroom & 1 balcony build in 610 sq.Ft. Super built-Up area. The flat consists of 1 bedroom, built on 610 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 16 floors and this property is situated on 6th floor. Property i...",Royal Tech Properties Pvt. Ltd. 
830,Siddhashila Eira,"2 BHK Flat for rent in Punawale, Pune","₹19,000","+ Deposit ₹50,000",968 sqft,2 BHK ,"['2 Baths', 'Fitness Center/ Gym']","Siddhashila eira is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in punawale with 968 sq.Ft., is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 2 balconies in 968 sq.Ft. Super built-Up area. This flat is constructed on 968 sq.Ft. Area. This flat lies on the 1st floor of a 15 storey building. Well maintained ...",Royal Tech Properties Pvt. Ltd. 
831,Siddhashila Eira,"2 BHK Flat for rent in Punawale, Pune","₹21,000","+ Deposit ₹50,000","1,100 sqft",2 BHK ,"['2 Baths', 'East Facing']","A spacious 2 bhk flat for rent is available in punawale in siddhashila eira, pune. This flat consists of 2 bathrooms & 2 balconies in 1100 sq.Ft. Super built-Up area. Flat is constructed on 1100 sq.Ft. 1 covered parking available. Placed on 6th of 15 floor in 1-5 years old tower. This property is semi-Furnished. Equipped with 1 modular kitchen. Property will be leased for 11 months from fri, 01...",Royal Tech Properties Pvt. Ltd. 
832,Atul Alcove,"2 BHK Flat for rent in Pimple Saudagar, Pune","₹26,000","+ Deposit ₹60,000","1,200 sqft",2 BHK ,"['2 Baths', 'North-East Facing']","Find this 2 bhk apartment for rent in pimple saudagar, pune. This 2 bhk apartment in atul alcove is situated in pune. This flat consists of 2 bathrooms & 2 balconies in 1100 sq.Ft. Super built-Up area. Flat is constructed on 1200 sq.Ft. You get an additional space of pooja room and others. 1 covered parking available. 1 open parking available. Placed on 6th of 12 floor in 1-5 years old tower. T...",Majestic Homes  
833,SSD Sai Platinum,"2 BHK Flat for rent in Pimple Saudagar, Pune","₹24,000","+ Deposit ₹60,000","1,200 sqft",2 BHK ,"['2 Baths', 'North-East Facing']","Find this 2 bhk apartment for rent in pimple saudagar, pune. This 2 bhk apartment in ssd sai platinum is situated in pune. This flat consists of 2 bathrooms & 2 balconies build in 1100 sq.Ft. Super built-Up area. This property is constructed on 1200 sq.Ft. Extra space for pooja room and others. You also get 1 covered parking inside the premises located on 1st of 7 floor. This is a ready to move...",Majestic Homes  
834,GK Roseland Residency,"1 BHK Flat for rent in Pimple Saudagar, Pune","₹18,000","+ Deposit ₹50,000",750 sqft,1 BHK ,"['2 Baths', 'North-East Facing']","Gk roseland residency is the most preferred destination for renting flats in pimple saudagar, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. This 1 bhk flat comes with 2 bathrooms set in 700 sq.Ft. Super built-Up usable area. Flat is constructed on 750 sq.Ft. You get an additional space of pooja room, store room, study room and servant room. 1 cove...",Majestic Homes  
835,Clover Highlands,"2 BHK Flat for rent in Kondhwa, Pune","₹35,000","+ Deposit ₹100,000","1,420 sqft",2 BHK ,"['East Facing', 'Close to School']","A 2 bhk flat for rent in kondhwa close to all basic civic amenities is available for just 35,000 in clover highlands, pune. Additionally, this property is in vicinity to important points of interest and is close to school. This 2 bhk flat comes with 2 bathrooms set in 1350 sq.Ft. Super built-Up usable area. This property is constructed on 1420 sq.Ft. Extra space for others. You also get 1 cover...",Place4u realtor  
836,Clover Highlands,"2 BHK Flat for rent in Kondhwa, Pune","₹28,000","+ Deposit ₹100,000","1,420 sqft",2 BHK ,"['East Facing', 'Close to School']","This 2 bhk flat in kondhwa is available in clover highlands for rent, one of the most prominent projects for residential flats in pune. The flat is close to school. This 2 bhk flat comes with 2 bathrooms set in 1350 sq.Ft. Super built-Up usable area. This property is constructed on 1420 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 2nd of 7 floor. ...",Place4u realtor  
837,Clover Highlands,"3 BHK Flat for rent in Kondhwa, Pune","₹40,000","+ Deposit ₹120,000","1,775 sqft",3 BHK ,"['East Facing', 'Close to School']","Clover highlands is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in kondhwa with 1450 sq.Ft., is your opportunity to be a part of this community. This property offers access to nearby landmarks and is close to school. This flat consists of 3 bathrooms & 2 balconies in 1450 sq.Ft. Super built-Up area. The flat is built on 1775 sq.Ft. Area. This p...",Place4u  
838,Clover Highlands,"2 BHK Flat for rent in Kondhwa, Pune","₹29,000","+ Deposit ₹100,000","1,420 sqft",2 BHK ,"['East Facing', 'Close to School']","A spacious 2 bhk flat for rent is available in kondhwa in clover highlands, pune. This property offers access to nearby landmarks and is close to school. Property has 1350 sq.Ft. Super built-Up area with 3 bathrooms & 2 balconies attached. This flat is constructed on 1420 sq.Ft. Area. An independent others is available in this property. This flat lies on the 3rd floor of a 7 storey building. We...",Place4u  
839,Clover Heights,"3 BHK Flat for rent in Wanowrie, Pune","₹36,000","+ Deposit ₹100,000","1,550 sqft",3 BHK ,"['East Facing', 'Close to Hospital']",Pune's most popular society clover heights in wanowrie offers 3 bhk apartment. This property is close to hospital. This flat consists of 4 bathrooms & 1 balcony build in 1450 sq.Ft. Super built-Up area. This property is constructed on 1550 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 6th of 12 floor. This is a ready to move property and it is 1-5 ...,Place4u realtor  
840,Sanskruti Prabhat,"2 BHK Flat for rent in Deccan Gymkhana, Pune","₹65,000",+ Deposit 4 months rent,"1,300 sqft",2 BHK ,"['East Facing', 'Close to School']","Sanskruti prabhat is the most preferred destination for renting flats in deccan gymkhana, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Additionally, this property is in vicinity to important points of interest and is close to school. This 2 bhk flat comes with 2 bathrooms set in 1150 sq.Ft. Super built-Up usable area. The flat consists of 2 bedro...",Place4u realtor  
841,5 Star Royal Entrada,"3 BHK Flat for rent in Wakad, Pune","₹52,000",,"1,586 sqft",3 BHK ,"['East Facing', 'Full Power Backup']",Spacious 3bhk with a huge balcony and good quality furniture.With proper east facing and emple sunlight in house,Proplending 
842,salom villha,"1 Bedroom House for rent in Choudhari Wasti, Pune","₹19,000",+ Deposit 2 months rent,"5,000 sqft",1 BHK ,"['Full Power Backup', 'Gated Society']","1bhk fully furnished flat available in goodlocation
 Additional details :",INFRA NEST 
843,Pradnyaraj Aangan,"2 BHK Flat for rent in Wadgaon Sheri, Pune","₹30,000",+ Deposit 2 months rent,900 sqft,2 BHK ,"['Full Power Backup', 'Gated Society']","Pradnyaraj aangan is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in wadgaon sheri, is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 1 balcony build in 900 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 900 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of ...",INFRA NEST 
844,pralad nivas,"1 BHK Flat for rent in Wadgaon Sheri, Pune","₹22,000",+ Deposit 2 months rent,560 sqft,1 BHK ,"['Full Power Backup', 'Gated Society']","A spacious 1 bhk flat for rent is available in wadgaon sheri in pralad nivas, pune. This 1 bhk flat comes with 1 bathroom set in 560 sq.Ft. Carpet usable area. The flat consists of 1 bedroom, built on 560 sq.Ft. The building has a total of 6 floors and this property is situated on 4th floor. Property is 1-5 years old. This property is furnished. Equipped with 1 chimney, 4 curtains, 1 exhaust fa...",INFRA NEST 
845,shalom hights,"1 BHK Flat for rent in Choudhari Wasti, Pune","₹21,000",+ Deposit 2 months rent,498 sqft,1 BHK ,"['Corner Property', 'Vitrified Flooring']","A spacious 1 bhk flat for rent is available in choudhari wasti in shalom hights, pune. This 1 bhk flat comes with 1 bathroom set in 498 sq.Ft. Carpet usable area. This property is constructed on 498 sq.Ft. You also get 1 covered parking inside the premises located on 2nd of 3 floor. This is a ready to move property and it is 1-5 years old flat. This is a furnished flat. Furnishing options provi...",INFRA NEST 
846,"Ashoka Nagar, Pune","1 Bedroom House for rent in Ashoka Nagar, Pune","₹22,000",+ Deposit 2 months rent,550 sqft,1 BHK ,"['East Facing', 'Full Power Backup']",1 bhk available in kharadi at good location fully furnished,INFRA NEST 
847,nanashri Apartment,"1 BHK Flat for rent in Eon Free Zone , Pune","₹26,000",+ Deposit 2 months rent,600 sqft,1 BHK ,"['Full Power Backup', 'Gated Society']","This 1 bhk flat in eon free zone is available in nanashri apartment for rent, one of the most prominent projects for residential flats in pune. Property has attached 1 bathroom & 1 balcony with 1 room set in 600 sq.Ft. Carpet area. This property is constructed on 600 sq.Ft. You also get 1 covered parking inside the premises located on 1st of 4 floor. This is a ready to move property and it is 1...",INFRA NEST 
