,name,location,rent,deposit,area,type,highlights,description,owner
383,Amorapolis,"3 BHK Flat for rent in Dhanori, Pune","₹28,000","+ Deposit ₹60,000","1,301 sqft",3 BHK ,"['3 Baths', 'Private Garden']",3 bhk brand new flat available for rent in dhanori amorapolis society with all amenities like gym swimming pool club house garden,s k property 
384,Park Springs,"2 BHK Flat for rent in Dhanori, Pune","₹23,000","+ Deposit ₹50,000",912 sqft,2 BHK ,"['2 Baths', 'East Facing']","Ready to move 2 bhk available in park springs.
Best in location and locality.
It has all the morden amenities including swimming pool.
Huge big space of jogging track with complete natural air flow.
Gated society with 24 hours water supply and security.
Close to the area of viman nagar, yerwada etc.",V.S Properties 
385,L Square,"1 BHK Flat for rent in Lohegaon, Pune","₹17,000",+ Deposit 2 months rent,500 sqft,1 BHK ,"['1 Baths', 'East Facing']",1 bhk flat with modular kitchen lift garden kids play area security guard etc near by school college hospital bank atm airport shopping complex hotel etc,NK Properties 
386,Pristine Prolife,"2 BHK Flat for rent in Wakad, Pune","₹27,000",+ Deposit 3 months rent,741 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Situated in wakad pune, pristine prolife is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 741 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 741 sq.Ft. A separate space for pooja room, servant room, store room and...",Bipin Realtors 
387,Prathmesh Elite,"4 BHK Flat for rent in Chandani Chowk, Pune","₹80,000",+ Deposit 6 months rent,"4,753 sqft",4 BHK ,"['3 Baths', 'North Facing']","Prathmesh elite is the most preferred destination for renting flats in kothrud, pune. A 5 bhk penthouse is now available for rent here. Don't miss to be a part of this community. This 4 bhk flat comes with 3 bathrooms set in 4753 sq.Ft. Super built-Up usable area. Flat is constructed on 4753 sq.Ft. You get an additional space of study room and pooja room. 2 covered parking available. Placed on ...",Apex Realty 
388,Prathmesh Elite,"5 BHK Flat for rent in Kothrud, Pune","₹90,000",+ Deposit 6 months rent,"4,500 sqft",5 BHK ,"['5 Baths', 'East Facing']",5bhk penthouse for rent in kothrud bhusari colony posh and fresh flat with city view,shree krushna realty  
389,Vilas Javdekar Yashwin Orizzonte,"2 BHK Flat for rent in Kharadi, Pune","₹32,000",+ Deposit 3 months rent,"1,400 sqft",2 BHK ,"['2 Baths', 'East Facing']",2bhk availavle for rent in kharadi,Prop Laksh 
390,Kolte Cheryl,"2 BHK Flat for rent in Ashoka Nagar, Pune","₹33,000",+ Deposit 3 months rent,"1,300 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","This 2 bhk flat in ashoka nagar is available in kolte cheryl for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 1 balcony build in 1250 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1300 sq.Ft. A separate space for store room, pooja room, study room and servant room is available in this flat. Society provides 1...",Prop Laksh 
391,Rahul Arcus,"4 BHK Flat for rent in Baner, Pune","₹85,000",+ Deposit 4 months rent,"2,136 sqft",4 BHK ,"['4 Baths', 'East Facing']","A very spacious and skillfully designed 4 bhk apartment available for rent at very affordable price. The project is well equipped with all modern amenities like garden, clubhouse, swimming pool, gym, parking, cctv surveillance etc, having 24 x 7 security service to facilitate the needs of the resident. The society is a well maintained, harmonious community, located strategically for daily needs...",Property Plan It 
392,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹16,500",+ Deposit 3 months rent,630 sqft,1 BHK ,"['East Facing', 'Full Power Backup']","This 1 bhk flat in hinjewadi is available in kolte patil life republic for rent, one of the most prominent projects for residential flats in pune. This flat consists of 1 bathroom & 1 balcony build in 630 sq.Ft. Carpet area. The flat consists of 1 bedroom, built on 630 sq.Ft. A separate space for pooja room and others is available in this flat. Society provides 1 covered parking with this flat....",dream home 
393,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹18,500",+ Deposit 3 months rent,"1,000 sqft",2 BHK ,"['East Facing', 'Private Garden']","Situated in hinjewadi pune, kolte patil life republic is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 900 sq.Ft. Big 2 bhk apartment now available for rent. Property has 900 sq.Ft. Super built-Up area with 2 bathrooms & 1 balcony attached. The flat consists of 2 bedrooms, built on 1000 sq.Ft. A separate space for pooja room and study...",dream home 
394,Rohan Tarang,"3 BHK Flat for rent in Wakad, Pune","₹40,000","+ Deposit ₹120,000","1,648 sqft",3 BHK ,"['3 Baths', 'East Facing']","Rohan tarang is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in wakad with 1500 sq.Ft., is your opportunity to be a part of this community. This flat consists of 3 bathrooms & 2 balconies in 1500 sq.Ft. Super built-Up area. This property is constructed on 1648 sq.Ft. Extra space for pooja room and store room. You also get 2 covered parking insid...",Sankalp Consultants Real Estate 
395,The Gateway,"3 BHK Flat for rent in Balewadi, Pune","₹45,000","+ Deposit ₹100,000","1,735 sqft",3 BHK ,"['3 Baths', 'East Facing']","Find this 3 bhk apartment for rent in balewadi, pune. This 3 bhk apartment in the gateway is situated in pune. This flat consists of 3 bathrooms & 2 balconies in 1680 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1735 sq.Ft. A separate space for pooja room and study room is available in this flat. Society provides 2 covered parking with this flat. The building has a tota...",Sankalp Consultants Real Estate 
396,Splendid Courtyard,"2 BHK Flat for rent in Lohegaon, Pune","₹22,000","+ Deposit ₹50,000",925 sqft,2 BHK ,"['East Facing', 'Fresh Construction']","Splendid courtyard is the most preferred destination for renting flats in lohegaon, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 925 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat consists of 2 bedrooms, built on 925 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 11...",Shree VR Properties 
397,Amorapolis,"3 BHK Flat for rent in Dhanori, Pune","₹28,000","+ Deposit ₹60,000","1,250 sqft",3 BHK ,"['Close to School', 'Fresh Construction']",It is a brand new flat big carpet flat all amenities are there in society bachelor or allowed,Shree VR Properties 
398,Ashirwad Celestino,"2 BHK Flat for rent in Madhav Nagar, Pune","₹26,000","+ Deposit ₹50,000","1,150 sqft",2 BHK ,"['North Facing', 'Top Floor']",Main road touch property big carpet flat,Shree VR Properties 
399,Ganga Newtown,"2 BHK Flat for rent in Dhanori, Pune","₹21,000","+ Deposit ₹50,000",980 sqft,2 BHK ,"['East Facing', 'Close to School']",It is big carpet flat 12 maintain society getted society,Shree VR Properties 
400,Tulaja Bhavani,"1 BHK Flat for rent in Kharadi, Pune","₹12,950","+ Deposit ₹25,000",700 sqft,1 BHK ,"['1 Baths', 'East Facing']","Tulaja bhavani is the most preferred destination for renting flats in kharadi, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has attached 1 bathroom & 1 balcony with 1 room set in 600 sq.Ft. Super built-Up area. This property is constructed on 700 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on...",Royal properties  
401,Rohan Abhilasha,"2 BHK Flat for rent in Wagholi, Pune","₹21,175","+ Deposit ₹40,000","1,125 sqft",2 BHK ,"['2 Baths', 'East Facing']","This lovely 2 bhk apartment for rent in wagholi is available in one of pune's most popular projects, rohan abhilasha. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 1050 sq.Ft. Super built-Up area. Flat is constructed on 1125 sq.Ft. 1 covered parking available. Placed on 5th of 13 floor in 1-5 years old tower. It is an unfurnished property. The flat will be available from tue...",Yashica Properties
402,Rohan Mithila,"2 BHK Flat for rent in Mhada Colony, Pune","₹44,000",+ Deposit 3 months rent,"1,292 sqft",2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in mhada colony close to all basic civic amenities is available for just 44,000 in rohan mithila, pune. This flat consists of 2 bathrooms & 1 balcony in 880 sq.Ft. Carpet area. The flat is built on 1292 sq.Ft. Area. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 4th in a tower with 6 floors. This is a 1-5 years old society. ...",Kargil Properties
403,SKYi Manas Lake,"3 BHK Flat for rent in Bhukum, Pune","₹17,000","+ Deposit ₹30,000",900 sqft,3 BHK ,"['East Facing', 'Close to School']","Flat with modern amenities- Club house, children's play area, garden, security system , east - West facing with very good ventilation.
Specious larger home, with very good location.
This cozy cottage on the four-Lined street will not last long on the market.",Prop Wisdom 
404,Gulmohar Queenstown,"2 BHK Flat for rent in Eon Free Zone , Pune","₹37,000",+ Deposit 3 months rent,"1,100 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","A spacious 2 bhk flat for rent is available in eon free zone in gulmohar queenstown, pune. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 1100 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1100 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 12 floors and this property is situated on 4th floor. Property is 5-10 y...",Pal property solutions 
405,Kolte Patil Downtown Langston,"2 BHK Flat for rent in Ashoka Nagar, Pune","₹35,001",+ Deposit 2 months rent,"1,200 sqft",2 BHK ,"['2 Baths', 'Full Power Backup']","Find this 2 bhk apartment for rent in ashoka nagar, pune. This 2 bhk apartment in kolte patil downtown langston is situated in pune. This flat consists of 2 bathrooms & 2 balconies in 930 sq.Ft. Carpet area. This property is constructed on 1200 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the premises located on 7th of 12 floor. This is a ready to move property and i...",HOUSING STORY 
406,ARV Ganga Kingston,"2 BHK Flat for rent in NIBM, Pune","₹22,000",+ Deposit 3 months rent,820 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Arv ganga kingston is the most preferred destination for renting flats in nibm, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 820 sq.Ft. Carpet usable area. This flat is constructed on 820 sq.Ft. Area. An independent pooja room, study room, servant room and others is available in this property. This fl...",Rudra Properties 
407,Ram India livogue,"2 BHK Flat for rent in Malwadi, Pune","₹22,000",+ Deposit 3 months rent,920 sqft,2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in malwadi, pune. This 2 bhk apartment in ram india livogue is situated in pune. This flat consists of 2 bathrooms & 1 balcony in 606 sq.Ft. Carpet area. This property is constructed on 920 sq.Ft. Extra space for pooja room. You also get 1 covered parking inside the premises located on 2nd of 12 floor. This is a ready to move property and it is 1-5 years old f...",Shiv Enterprises  
408,DSK Sundarban Phase 1,"2 BHK Flat for rent in Amanora Park Town, Pune","₹24,000",+ Deposit 3 months rent,980 sqft,2 BHK ,"['3 Baths', 'Full Power Backup']","A 2 bhk flat for rent in amanora park town close to all basic civic amenities is available for just 24,000 in dsk sundarban phase 1, pune. This property is close to school, close to hospital and close to market. Property has attached 3 bathrooms & 2 balconies with 2 rooms set in 860 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 980 sq.Ft. A separate space for study room and pooj...",Shiv Enterprises  
409,Nyati Elan,"2 BHK Flat for rent in Wagholi, Pune","₹22,000",+ Deposit 2 months rent,750 sqft,2 BHK ,"['2 Baths', 'Private Garden']","This 2 bhk flat in wagholi is available in nyati elan for rent, one of the most prominent projects for residential flats in pune. This 2 bhk flat comes with 2 bathrooms set in 750 sq.Ft. Carpet usable area. Flat is constructed on 750 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 5th of 12 floor in 1-5 years old tower. This property is semi-Furnished. Equip...",AR property  
410,Camlot Society,"2 BHK Flat for rent in Viman Nagar, Pune","₹48,000",+ Deposit 3 months rent,"1,250 sqft",2 BHK ,"['2 Baths', 'East Facing']","2bhk fully furnished flat for rentfind this 2 bhk apartment for rent in viman nagar, pune. This 2 bhk apartment in camlot society is situated in pune. This flat consists of 2 bathrooms & 1 balcony in 1200 sq.Ft. Super built-Up area. Flat is constructed on 1250 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 2nd of 7 floor in 1-5 years old tower. This is a fu...",Orbit Real Estate 
411,Primespace Shri Puja Chs,"3 BHK Flat for rent in Kothrud, Pune","₹43,000","+ Deposit ₹150,000","1,555 sqft",3 BHK ,"['3 Baths', 'East Facing']","Primespace shri puja chs is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in kothrud with 1310 sq.Ft., is your opportunity to be a part of this community. Property has attached 3 bathrooms & 3 balconies with 3 rooms set in 1310 sq.Ft. Super built-Up area. This flat is constructed on 1555 sq.Ft. Area. An independent pooja room is available in this...",SAI REALTY 
